Guide,LN_mean,Geo_mean,50_percentile,95_percentile,TTN,TTB,TTN_normalized,TTB_normalized,50_percentile_relative,95_percentile_relative,Geo_mean_relative,LN_mean_relative,TTB_relative,TTB_normalized_relative,TTN_relative,TTN_normalized_relative,Type,Bootstrap_id,95_percentile_relative_95P,95_percentile_relative_5P,95_percentile_relative_fraction_greater_than_one,95_percentile_relative_bootstrap_median,95_percentile_relative_bootstrap_mean,95_percentile_relative_97.5P,95_percentile_relative_2.5P,Geo_mean_relative_95P,Geo_mean_relative_5P,Geo_mean_relative_fraction_greater_than_one,Geo_mean_relative_bootstrap_median,Geo_mean_relative_bootstrap_mean,Geo_mean_relative_97.5P,Geo_mean_relative_2.5P,TTN_normalized_relative_95P,TTN_normalized_relative_5P,TTN_normalized_relative_fraction_greater_than_one,TTN_normalized_relative_bootstrap_median,TTN_normalized_relative_bootstrap_mean,TTN_normalized_relative_97.5P,TTN_normalized_relative_2.5P,TTB_normalized_relative_95P,TTB_normalized_relative_5P,TTB_normalized_relative_fraction_greater_than_one,TTB_normalized_relative_bootstrap_median,TTB_normalized_relative_bootstrap_mean,TTB_normalized_relative_97.5P,TTB_normalized_relative_2.5P,50_percentile_relative_95P,50_percentile_relative_5P,50_percentile_relative_fraction_greater_than_one,50_percentile_relative_bootstrap_median,50_percentile_relative_bootstrap_mean,50_percentile_relative_97.5P,50_percentile_relative_2.5P,LN_mean_relative_95P,LN_mean_relative_5P,LN_mean_relative_fraction_greater_than_one,LN_mean_relative_bootstrap_median,LN_mean_relative_bootstrap_mean,LN_mean_relative_97.5P,LN_mean_relative_2.5P,95_percentile_relative_pvalue,95_percentile_relative_pvalue_FDR,95_percentile_relative_pvalue_twoside,95_percentile_relative_pvalue_twoside_FDR,Geo_mean_relative_pvalue,Geo_mean_relative_pvalue_FDR,Geo_mean_relative_pvalue_twoside,Geo_mean_relative_pvalue_twoside_FDR,TTN_normalized_relative_pvalue,TTN_normalized_relative_pvalue_FDR,TTN_normalized_relative_pvalue_twoside,TTN_normalized_relative_pvalue_twoside_FDR,TTB_normalized_relative_pvalue,TTB_normalized_relative_pvalue_FDR,TTB_normalized_relative_pvalue_twoside,TTB_normalized_relative_pvalue_twoside_FDR,50_percentile_relative_pvalue,50_percentile_relative_pvalue_FDR,50_percentile_relative_pvalue_twoside,50_percentile_relative_pvalue_twoside_FDR,LN_mean_relative_pvalue,LN_mean_relative_pvalue_FDR,LN_mean_relative_pvalue_twoside,LN_mean_relative_pvalue_twoside_FDR,Experiment,Mouse_genotype,Position
Rb1_3,1555.9841419146992,862.7944144595729,598.8023952095808,7270.916334661355,56368.0,382986544.5956048,222.79841897233203,2025.9837278075024,0.986830553116769,0.9754170950357504,0.993280520971681,0.9929260074642218,1.129923459197423,0.978214045507796,1.077912557926071,1.0392246342679945,Inert,Real,1.0116161525946756,0.9315810197106617,0.146,0.9748097902658024,0.973665257487618,1.0190800171420835,0.9211289856097032,1.0021990653070971,0.9837849278359176,0.107,0.99323571586112,0.9931364713056504,1.004097885114606,0.9822305964217508,1.167442528439391,0.949516408120931,0.749,1.0402947403306686,1.0475046315996843,1.20721226705599,0.9326893550059708,1.279018936496548,0.7992115890524133,0.46,0.9854773605032814,1.0134025705335747,1.696389676279215,0.7717673767610174,1.0,0.9656723267553924,0.041,1.0,0.9914817334985097,1.012998266897747,0.9613102732913992,1.0160328032954258,0.9681331429784966,0.296,0.9930369285989702,0.992356542563527,1.020035265781026,0.9630889794938852,0.146,0.2189999999999999,0.292,0.4379999999999999,0.107,0.2790000000000001,0.214,0.5580000000000002,0.251,0.3765,0.502,0.753,0.46,0.46,0.92,0.92,0.041,0.123,0.082,0.246,0.296,0.296,0.592,0.592,SCLC,Cas12a,Guide2
Rasa1_1,2373.4625562678957,1307.0407732036538,1048.951048951049,9608.25833774484,121272.0,322216365.1081278,19.28932718307619,59.86879376090822,0.949291090001973,1.009777854520392,0.9811309398286548,0.9912191444738354,0.8758447045044107,0.8665534655522222,0.8855008652603448,0.8811528615995102,Inert,Real,1.0266205264078698,0.995196981612419,0.867,1.0102855520227858,1.010473970371777,1.0301204676520028,0.9921848907665748,0.995653676371712,0.970112550061654,0.017,0.9811720928863398,0.9815722860819376,0.9986468261210486,0.96728998046369,0.9027918924161662,0.8568387249724736,0.0,0.8794949626403994,0.8796900746968163,0.907399039639858,0.8511652195596694,0.8979260125542956,0.8323200711014502,0.0,0.866363330993557,0.8657190643175875,0.904982872913976,0.8242387251996798,0.994978212665741,0.9364473461986332,0.012,0.9575048426424684,0.9610041032026624,0.9975239391663536,0.9289347848204296,1.0102392933296735,0.9760224147109234,0.207,0.9910890497947498,0.9918102293530756,1.0128020016775214,0.9722146582964816,0.133,0.133,0.266,0.266,0.017,0.017,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.024,0.024,0.207,0.207,0.414,0.414,OncNeg,Cas12a,Guide2
Rasa1_2,2237.971257979413,1267.7579958913411,1042.223409941208,8916.359810625987,117143.0,295109148.11221665,20.479545454545452,61.709363416101816,0.9432026383290584,0.9370629268299822,0.9516432994935786,0.9346344857361224,0.8021621885597174,0.8931942564067676,0.8553518360313392,0.9355230439225783,Inert,Real,0.9550059271443668,0.922495851424668,0.0,0.9380898865140634,0.9383582574363276,0.9586067390822436,0.92032169926806,0.9611786521330268,0.9425302323524684,0.0,0.9519241144662384,0.9518395631137504,0.9628280090421876,0.9408389009252306,0.958181927332147,0.9088372082574444,0.0,0.9348140012880192,0.934152956597182,0.9620847303179968,0.9037812828455244,0.932678168308802,0.8567880879109966,0.0,0.8950782542185928,0.8948990106593813,0.9380889115816802,0.850930546454253,0.9572251378914356,0.9218863338698022,0.0,0.9432026383290584,0.9418807132282696,0.9616092532371944,0.9125067306672344,0.949482316011316,0.920977186996364,0.0,0.9348235880895368,0.934919716652474,0.9527580068072332,0.91922352492614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide2
Rasa1_3,2572.030819684243,1421.7343748865294,1223.7762237762238,10021.041557075225,172444.0,486350846.7016508,25.90416103349857,85.68704736321786,1.1075062716689683,1.053159218649626,1.0672257606777664,1.074146369790042,1.3219931069358724,1.2402522780410103,1.259147298708316,1.1833240944779115,Inert,Real,1.0712405348865264,1.0284262910571216,1.0,1.0516872362225382,1.051167772191895,1.0738107548902498,1.0227349161618675,1.0834113084149055,1.0471450664174564,1.0,1.0673487351793025,1.0665881508043122,1.086043781799198,1.0426378383143482,1.2184543086744208,1.1562710317451912,1.0,1.1858215588132517,1.1861569687060018,1.2260067713385308,1.150981275618815,1.2771477328369898,1.1990690587122292,1.0,1.2403877468582662,1.2393819250230314,1.2848371341072982,1.1901587307655452,1.1340224636810734,1.061860819289512,1.0,1.095354680755106,1.0971151835690678,1.1421304303591413,1.057612358451983,1.094918564325869,1.0459642635127615,1.0,1.074562327412434,1.0732700539944504,1.099613758222039,1.040116588748765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide2
Nf1_1,2696.903235771784,1460.363114159084,1262.493424513414,10423.854115327747,156517.0,458987245.80610806,25.60814790575916,90.13197323554996,1.1317948559167637,1.1005645742253467,1.0934351442318615,1.1245033197937415,1.2476136913140408,1.288119743574324,1.1428519273035276,1.1624515968877736,Inert,Real,1.1262849883940356,1.0702337146108272,1.0,1.1028565033579922,1.101133840107531,1.129586271164238,1.0636980609418285,1.1123620866519763,1.073782178604875,1.0,1.0933622595227106,1.0935334364293572,1.1154612860077169,1.070753090241339,1.214686306669007,1.1275616353413949,1.0,1.1641768782041853,1.1662750329648683,1.2241621097542787,1.1225644676073858,1.3371005336472197,1.240713936900265,1.0,1.2902182468225278,1.2890624516828804,1.3495153062776546,1.229702688532728,1.148936170212766,1.0909090909090908,1.0,1.11857799570947,1.1193808872971722,1.1537186174597525,1.0881388620528876,1.1537786934608452,1.0941846051452209,1.0,1.1251852786609875,1.12472311413437,1.158235115537866,1.0883821172970771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide1
Nf1_2,2217.895181186416,1257.588645653376,1034.992607195663,8916.083916083917,116377.0,291690626.28693813,19.903711304942707,58.66336838249261,0.9278458691279184,0.9413721633376702,0.941609390713874,0.9247756690406208,0.792870003052944,0.8383866493256567,0.8497586763342169,0.9035054419230548,Inert,Real,0.9673259099381892,0.9217804082054468,0.0,0.9402167289777528,0.9417906539824216,0.9722274073015126,0.918673381041075,0.961501508387308,0.9238625303820464,0.0,0.941263674639599,0.9418793244977748,0.9648729131144363,0.92110669861512,0.9284276567780444,0.8671869226036915,0.0,0.9025281951441998,0.9010278158149618,0.9347372114836816,0.8606122296792692,0.8739439672825318,0.8023597787568192,0.0,0.8377550032712991,0.8385008587866685,0.8814902481833848,0.7973125801304974,0.9521283617554934,0.89287233827325,0.0,0.9257830275170358,0.9235109411774672,0.9545454545454546,0.890875008368481,0.9518336907247484,0.9013085187532832,0.0,0.9244691059725514,0.9253211951783809,0.9581195647022626,0.8986970631806213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide1
Nf1_3,2280.120054958241,1288.769046253242,1048.951048951049,9074.171488690165,137965.0,352998487.8289489,20.576435495898583,61.11986312553577,0.940359274955318,0.9580632624369828,0.964955465054264,0.9507210111656376,0.9595163056330152,0.8734936071000193,1.0073893963622558,0.9340429611891716,Inert,Real,0.9690569166506642,0.9439435742738408,0.0,0.95736222682319,0.9570755059100474,0.9715389950530976,0.941431777765677,0.9702358208953364,0.9579245422629712,0.0,0.964836854689714,0.9645872390728678,0.971204938192722,0.9566639818497308,0.9581534320550206,0.9067713305111468,0.0,0.9327589083377398,0.9326971512201698,0.9626704584711562,0.9019083919221236,0.9160828735211792,0.8340367509473404,0.0,0.8720194782628936,0.8724366895304511,0.9234941912860588,0.8276596505735336,0.975,0.9374097425240392,0.0,0.9562412249106604,0.9571081715253604,0.9767441860465116,0.9359262906175272,0.9593994227500448,0.939593236452961,0.0,0.9506231033917186,0.9499556906872492,0.9607398316267208,0.9368331087418827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide1
Trp53_1,405.12773255747726,395.14951030126434,358.8516746411483,644.224196855773,333.0,135604.51347588727,1.0,1.0,1.0,0.9818862532668932,0.990524521075646,0.9895900175757576,1.0557112150162424,1.0,1.0661686232657417,1.0,Inert,Real,1.2347647421409491,0.7655560999510045,0.3772819472616633,0.9646153846153844,0.9857046412268724,1.315068493150685,0.7272727272727273,1.0822551711980173,0.9693457658038692,0.2981744421906693,0.9920455021939962,1.0018524317193112,1.1125046066884814,0.9546363175948744,1.472051039441798,0.6465951170595134,0.4665314401622718,0.9931751469114976,1.013022919073723,1.7148941032119382,0.4495409277232464,1.4719047689284988,0.6214279442357912,0.4705882352941176,0.9912040953006056,1.00967713085065,1.727808221621484,0.4386472665012121,1.2352941176470589,0.9375,0.242393509127789,1.0,1.0284815429110676,1.2352941176470589,0.9079246197215676,1.0931758975439552,0.9580296165438184,0.3002028397565923,0.99115120243649,1.0000847487014486,1.1285870084194511,0.9305961157136478,0.3772819472616633,0.3772819472616633,0.7545638945233266,0.7545638945233266,0.2981744421906693,0.2981744421906693,0.5963488843813387,0.5963488843813387,0.4665314401622718,0.4989999999999999,0.9330628803245437,0.998,0.4705882352941176,0.489,0.9411764705882352,0.978,0.242393509127789,0.242393509127789,0.4847870182555781,0.4847870182555781,0.3002028397565923,0.3002028397565923,0.6004056795131846,0.6004056795131846,PDAC,KT,Guide1
Trp53_2,416.5467371943501,404.5905118917214,358.8516746411483,717.7033492822966,306.0,128120.98495164182,1.0,1.0,1.0,1.093878584541371,1.0141903572593534,1.0174827834645934,0.9974502855793717,1.0,0.9797225186766276,1.0,Inert,Real,1.2,0.8048780487804879,0.6646525679758308,1.0909090909090908,1.058018020887917,1.237731477291241,0.8048780487804879,1.0987953844240574,0.9531177934490368,0.8338368580060423,1.0140219981916987,1.0176856859044632,1.1456275293009837,0.9328357985569176,1.3613237869312995,0.6110095197257818,0.4692849949647533,0.9927272727272728,0.9847467234183468,1.446327893970248,0.5146192086143163,1.3571008589551063,0.6130579010089734,0.4783484390735146,0.9913040898593116,0.9865126664692592,1.480312296476126,0.4829346576938991,1.1666666666666663,0.8571428571428571,0.1339375629405841,1.0,1.0007828374522956,1.252911438088989,0.8333333333333334,1.1148317224317787,0.9477382461175012,0.8227593152064451,1.0166789125319593,1.019843422610805,1.1614717181448126,0.9149198758066605,0.3353474320241691,0.3772819472616633,0.6706948640483383,0.7545638945233266,0.1661631419939576,0.2981744421906693,0.3323262839879153,0.5963488843813387,0.4692849949647533,0.4989999999999999,0.9385699899295066,0.998,0.4783484390735146,0.489,0.9566968781470292,0.978,0.1339375629405841,0.2009063444108761,0.2678751258811682,0.4018126888217522,0.1772406847935549,0.3002028397565923,0.3544813695871098,0.6004056795131846,PDAC,KT,Guide1
Trp53_3,406.49393947466194,397.0486545946135,358.8516746411483,606.3988095238078,298.0,121619.97734389466,1.0,1.0,1.0,0.9242351621917356,0.9952851216650002,0.992927198959649,0.9468384994043856,1.0,0.9541088580576308,1.0,Inert,Real,1.2461538461538455,0.8181818181818182,0.293,0.9258989141199618,0.956483329008602,1.2727272727272727,0.7654231974921634,1.0169896042179012,0.8807822784304776,0.277,0.9933651059794112,0.9806116162216274,1.036852987896215,0.8549826485104227,1.3956497230154512,0.5918417672836752,0.499,1.0,1.0023059054388908,1.6051335713019956,0.4185468077195773,1.420630096951634,0.5887651044548252,0.511,1.0030930926651616,1.003851271177285,1.511192513829758,0.4251064848396062,1.0,0.8076923076923076,0.032,1.0,0.9711398410995576,1.015040502901776,0.789794446148871,1.0326121749299455,0.8699670129709031,0.266,0.9908726128884368,0.9802119191278424,1.0658854582593482,0.8465611329213893,0.293,0.3772819472616633,0.586,0.7545638945233266,0.277,0.2981744421906693,0.554,0.5963488843813387,0.499,0.4989999999999999,0.998,0.998,0.489,0.489,0.978,0.978,0.032,0.096,0.064,0.192,0.266,0.3002028397565923,0.532,0.6004056795131846,PDAC,KT,Guide1
Trp53_1,1538.7576821499415,862.2087856937839,598.8023952095808,7244.208118684126,56791.0,353819168.82568854,228.07630522088357,2000.632118323516,1.0,0.9681034224613996,0.9925635846422493,0.9815858891921184,1.0438710832309146,0.9688781658237878,1.0860014915764178,1.0656365219683868,Inert,Real,1.007737153920636,0.928917764269662,0.093,0.9699932481150156,0.968900534163336,1.014772061774042,0.9190163290050568,1.0016469443425322,0.981787238017587,0.098,0.9926413068320789,0.9922962758532388,1.0033097965616251,0.9797743308166806,1.205357216743157,0.894603889438038,0.767,1.0642572191430757,1.0625825421068462,1.2541331609854292,0.8636841032501468,1.171122194587889,0.7647694893916851,0.389,0.9620392151666124,0.9685068923784128,1.2358014919102858,0.7354157876953097,1.0193285859613428,0.9726923076923076,0.155,1.0,0.9984603301641451,1.0349271572655958,0.9669785360484314,1.000983213331014,0.9594648008249697,0.059,0.9819704592444998,0.9812256795806048,1.0048524846480744,0.9561115092615308,0.093,0.228,0.186,0.456,0.098,0.261,0.196,0.5220000000000001,0.2329999999999999,0.3495,0.4659999999999999,0.699,0.389,0.389,0.778,0.778,0.155,0.224,0.31,0.448,0.059,0.177,0.118,0.354,SCLC,Cas12a,Guide1
Trp53_2,1578.863979371648,871.268285675088,598.8023952095808,7569.721115537849,54460.0,367975899.1452464,222.28571428571428,2234.0506795333,1.0,1.0116044154128554,1.0029927636598048,1.0071700184395302,1.0856376202524436,1.0819195117978166,1.0414263040138705,1.0385812556253118,Inert,Real,1.0515321752470062,0.9769802474503676,0.709,1.0123340082437349,1.0126830171234322,1.059361465550347,0.9700701320156458,1.013125250201253,0.9941117885478205,0.701,1.002724093617573,1.003098855224127,1.014563771908907,0.9925652341761896,1.2679814304943864,0.8805081793906017,0.628,1.0363467751285294,1.0440612615922598,1.310255263178534,0.762480585724436,1.341469924376394,0.8610740360416484,0.725,1.0856918003285423,1.08743443490475,1.3848553423876178,0.8243362999770507,1.017163836622304,0.974003466204506,0.183,1.0,0.9992516376262744,1.0268146883005975,0.9656723267553924,1.0309850086546382,0.9846554045283572,0.681,1.0067199886096736,1.0073511422130164,1.0354864836965143,0.9812486801272344,0.291,0.291,0.5820000000000001,0.5820000000000001,0.299,0.299,0.5980000000000001,0.5980000000000001,0.372,0.372,0.744,0.7440000000000001,0.275,0.389,0.55,0.778,0.183,0.224,0.366,0.448,0.3189999999999999,0.3189999999999999,0.6379999999999999,0.6379999999999999,SCLC,Cas12a,Guide1
Trp53_3,1585.2505957896774,872.5286265065466,598.8023952095808,7634.730538922156,45630.0,295052245.3886026,191.72268907563023,1960.003558675372,1.0,1.0202921621257457,1.0044436516979462,1.0112440923683514,0.8704912965166419,0.9492023223783956,0.8725722044097118,0.8957822224063017,Inert,Real,1.0480187593625436,0.9901684288297184,0.848,1.01815507772137,1.018416448713232,1.053572100814826,0.9828671563829324,1.01220899958496,0.9969671352420753,0.826,1.004672279112787,1.0046048689226343,1.0134647058328874,0.9952006523771526,0.9940066769212716,0.7776934602189821,0.038,0.8920301181883682,0.893356196300894,1.0122903193337496,0.75806378491538,1.1426754017293148,0.7416874520499203,0.324,0.942922587001937,0.9440586727168369,1.1995297331446697,0.7139151570821642,1.0268146883005975,0.9802904564315352,0.224,1.0,1.00228803220958,1.0349271572655956,0.9726923076923076,1.0313674360355332,0.9927658976208634,0.839,1.011576455259874,1.0114231782063787,1.036029366456541,0.9891244873274876,0.152,0.228,0.304,0.456,0.174,0.261,0.3480000000000001,0.5220000000000001,0.038,0.1139999999999999,0.076,0.2279999999999999,0.324,0.389,0.648,0.778,0.224,0.224,0.448,0.448,0.161,0.2415,0.322,0.4830000000000001,SCLC,Cas12a,Guide1
Cdkn2a_1,1705.2624494676331,751.2287817752056,460.9306409130817,14288.849868305524,893.0,17617095.96131543,3.016891891891892,148.68570700806328,0.9130434782608696,1.0084424134459071,0.9795094495427772,0.9812131479816228,0.5971434512824074,0.6558303650968473,0.8841584158415842,0.9320612566986228,Inert,Real,2.361396308356249,0.2868655491116174,0.549,1.0658578856152283,1.1126174650296243,2.473100324751494,0.10750589779012,1.0439053918028245,0.6643122842293299,0.252,0.9758048833955788,0.9370897108652496,1.0753443886026577,0.6181694744100041,1.2403783307899323,0.718756594831644,0.278,0.942277429753276,0.963999348846218,1.4329344311695342,0.6613507180710464,1.683699774550416,0.212340020167457,0.27,0.6976678711820603,0.7781593114390671,1.9196015920510991,0.1441055225229454,1.0434782608695652,0.5965528135708542,0.133,0.9432879668725648,0.9030052602177008,1.0845016429353778,0.530116682988689,1.2555468939049066,0.2992958963885277,0.427,0.9770683798178136,0.9283946755732032,1.5963089917038749,0.2062411709278477,0.4509999999999999,0.4509999999999999,0.902,0.9019999999999998,0.252,0.4419999999999999,0.504,0.8839999999999999,0.278,0.368,0.556,0.7360000000000001,0.27,0.478,0.54,0.956,0.133,0.399,0.266,0.798,0.427,0.427,0.854,0.854,PDAC,Cas12a,Guide2
Cdkn2a_2,1863.2278231926905,778.6362511289133,526.7778753292362,18858.647936786423,917.0,35593344.78424599,2.7957317073170733,261.5365028041342,1.0434782608695652,1.3309580977461033,1.0152454009217595,1.0721068996579384,1.206460633115738,1.1535983086180988,0.907920792079208,0.863734366987889,Inert,Real,2.224411720329861,0.221733652165874,0.567,1.0684698969382014,1.1202398311801098,2.75235269605783,0.1138436777908178,1.5128576082815388,0.9407269283453704,0.632,1.0148895818710653,1.0857577983233704,1.593344997067892,0.92396987774983,1.3718912464373674,0.7845809887460963,0.368,0.9185921524054153,0.9835959252856712,1.4868751671492255,0.7330728547142364,2.122476817478829,0.2996953971534122,0.602,1.1265392378295718,1.159053158456115,2.253069607829332,0.2129102307924208,1.5893589184069523,0.9130434782608696,0.535,1.023696682464455,1.0767547559574286,1.7369525211630472,0.9130434782608696,2.0093431992412616,0.7148661210985398,0.598,1.0417914527361465,1.134015883226896,2.2891084391965686,0.5076653724193274,0.433,0.4509999999999999,0.8660000000000001,0.9019999999999998,0.368,0.4419999999999999,0.736,0.8839999999999999,0.368,0.368,0.736,0.7360000000000001,0.398,0.478,0.796,0.956,0.4649999999999999,0.465,0.93,0.93,0.402,0.427,0.804,0.854,PDAC,Cas12a,Guide2
Cdkn2a_3,1645.2467822560193,770.9666194884228,526.7778753292362,9360.184372256235,1220.0,35296412.62517295,3.89776357827476,269.91879121986057,1.0434782608695652,0.6605994888079898,1.0052451495354635,0.9466799523604388,1.1963959156018549,1.190571326285054,1.207920792079208,1.204204376313488,Inert,Real,1.5358050450931278,0.1251070072517218,0.23,0.7111798221480268,0.7671427037902656,1.7160567237357365,0.1003264598453506,1.0834471288429577,0.7210744774441649,0.558,1.0066180168715866,0.9771524908113802,1.1456224853679098,0.6701095237780601,1.284871621017276,0.632283405654859,0.637,1.129987222753312,1.0524047258681108,1.317815006626888,0.5438467240465916,1.968789113933419,0.2154339832373505,0.522,1.0388272958480171,1.062787530104818,2.137638655944073,0.1334262366121604,1.169553534518396,0.720375774879282,0.726,1.0434782608695652,1.0202399838248706,1.285909030554285,0.6278898333378854,1.4121009930650057,0.3616564700554088,0.367,0.9581480995480456,0.9375894411999008,1.6263108694125754,0.2456476426786002,0.23,0.4509999999999999,0.46,0.9019999999999998,0.4419999999999999,0.4419999999999999,0.8839999999999999,0.8839999999999999,0.363,0.368,0.726,0.7360000000000001,0.478,0.478,0.956,0.956,0.274,0.411,0.548,0.8220000000000001,0.367,0.427,0.734,0.854,PDAC,Cas12a,Guide2
Trp53_1,631.7558627752123,532.6027117376816,437.06293706293707,1802.752293577981,249.0,176853.68818440288,1.0,1.0,1.0000000000000002,1.0965373258581892,1.01070958588801,1.0280513754225793,1.078151100659731,1.0,1.0204918032786885,1.0,Inert,Real,1.5563569829581514,0.7847000550357723,0.625,1.0760536339144708,1.095570389917707,1.6115611124430862,0.7407407407407407,1.0752936652828675,0.9603092793461492,0.632,1.0088353289140102,1.013036860390255,1.102478488705389,0.9482423499061317,1.225192668079002,0.7850365298833495,0.488,0.9958799223775684,1.0021741517877267,1.3084552880640343,0.7425515236842731,1.2526801185835978,0.7626406805170587,0.482,0.995040311634666,1.0009477793884929,1.3148578658454104,0.7295747856750182,1.0714285714285714,0.9437910383144528,0.639,1.0000000000000002,1.00181903524669,1.087607520244292,0.9203927826524884,1.135771563266367,0.9449206836360268,0.728,1.0254401574906082,1.0345141768639288,1.1716433499946934,0.9334771699840833,0.375,0.4509999999999999,0.75,0.9019999999999998,0.368,0.368,0.736,0.7360000000000001,0.488,0.493,0.976,0.986,0.482,0.496,0.964,0.992,0.361,0.411,0.722,0.822,0.272,0.287,0.544,0.5740000000000001,SCLC,TKO,Guide1
Trp53_2,631.3834031687873,543.5685569719126,437.06293706293707,1643.3566433566418,245.0,164712.42237983504,1.0,1.0,1.0000000000000002,0.9995837506666488,1.0315192525520065,1.027445274817525,1.0041344418895262,1.0,1.0040983606557377,1.0,Inert,Real,1.3928571428571428,0.6836342907099278,0.549,1.0213938654172092,1.0242863097146495,1.441335233148381,0.5496183206106869,1.094080286589075,0.9660414455268582,0.845,1.0353255373182488,1.029313389386982,1.1090875343363182,0.8912947419482116,1.2986925635038475,0.7358446717939497,0.493,0.9979809020376028,1.0070522658338452,1.3662613455639725,0.670720861307778,1.2726902351431773,0.7538513188459053,0.493,0.9969668206549758,1.0029146389894124,1.3273510049791488,0.7028176063318897,1.1428571428571428,1.0,0.919,1.0188185443668991,1.0366361330999536,1.1428571428571428,0.9545454545454544,1.11739254129705,0.9196315649204831,0.713,1.0285195870792467,1.021257362504013,1.136163142776553,0.8002790309110659,0.4509999999999999,0.4509999999999999,0.902,0.9019999999999998,0.155,0.2325,0.31,0.4650000000000001,0.493,0.493,0.986,0.986,0.493,0.496,0.986,0.992,0.0809999999999999,0.2429999999999998,0.1619999999999999,0.4859999999999997,0.287,0.287,0.5740000000000001,0.5740000000000001,SCLC,TKO,Guide1
Trp53_3,580.4141143980964,504.7063221655432,437.06293706293707,1486.013986013986,238.0,150536.58657028544,1.0,1.0,1.0000000000000002,0.903878923475162,0.957771161559984,0.944503349759896,0.9177144574507428,1.0,0.9754098360655736,1.0,Inert,Real,1.1128828813964804,0.6556780923994041,0.185,0.8695652173913045,0.8801433003676434,1.1861848404648672,0.623586058160731,1.017222289834601,0.9004897472865527,0.105,0.9545113134543596,0.9576497502227624,1.0508359180971292,0.8832526867205676,1.1545972340947284,0.8217060162677232,0.478,0.99208637455105,0.9907735823784278,1.1854962288743591,0.7858825557427838,1.2238142805890573,0.7727089930995079,0.496,0.9993541058288674,0.9961375816220952,1.2754674751221955,0.7244272076067432,1.0332481529047035,0.8571428571428571,0.411,0.9671122678339052,0.9615448316533564,1.0909090909090908,0.8571428571428571,1.044864474337956,0.8595000601924343,0.126,0.940682186516747,0.944228460632058,1.0788159311668768,0.8410857782988109,0.185,0.4509999999999999,0.37,0.9019999999999998,0.105,0.2325,0.21,0.4650000000000001,0.478,0.493,0.956,0.986,0.496,0.496,0.992,0.992,0.411,0.411,0.822,0.822,0.126,0.287,0.252,0.5740000000000001,SCLC,TKO,Guide1
